33, 34, 48, 53, 54, 56, 57, 59, 60, 69, 73, 75
18, 36, 42, 44, 52, 55
4, 5, 6, 12, 13, 14, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 33, 34, 37, 38, 39, 40, 41, 43, 45, 46, 47, 48, 49, 53, 54, 56, 60, 64, 66, 67, 68, 69, 70, 71, 72, 73, 74
5, 7, 8, 9, 10, 11, 12, 13, 14, 17, 19, 20, 26, 27, 28, 29, 30, 32, 36, 37, 43, 46, 47, 48, 61, 65, 66, 68, 73
