1, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 32
1, 5, 11, 15, 16, 17, 19, 21, 24, 25, 26, 27, 28, 31, 37, 44
2, 3, 42, 43, 45, 49, 51, 52, 53, 54, 57, 58, 62, 64, 65, 66, 67, 68, 70, 71, 72, 74, 75, 76, 78, 79, 82, 83, 84, 89, 98
23, 27, 29, 32, 34, 36, 37, 38, 43, 45, 47, 55, 59
8, 94, 101, 102, 103, 104, 107, 108, 109, 110, 112, 113, 114
